/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 66,356,800
  scalars                 : 18
  total                   : 103,056,978
Estimated FLOPs per token: 4.826822e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
/usr/local/lib/python3.10/dist-packages/torch/cuda/__init__.py:61: FutureWarning: The pynvml package is deprecated. Please install nvidia-ml-py instead. If you did not install pynvml directly, please report this to the maintainers of the package that installed pynvml for you.
  import pynvml  # type: ignore[import]
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011199 | lrm: 0.00 | dt: 36298ms | tok/sec: 5,416 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 01770 (80.8%) | loss: 2.719326 | lrm: 0.22 | dt: 141ms | tok/sec: 1,391,167 | mfu: 67.9% | epoch: 1 | remaining: 57s    
step 01771 (80.9%) | loss: 2.721672 | lrm: 0.22 | dt: 137ms | tok/sec: 1,430,572 | mfu: 69.8% | epoch: 1 | remaining: 57s    
step 01772 (80.9%) | loss: 2.718933 | lrm: 0.22 | dt: 138ms | tok/sec: 1,419,987 | mfu: 69.3% | epoch: 1 | remaining: 57s    
step 01773 (81.0%) | loss: 2.718532 | lrm: 0.22 | dt: 138ms | tok/sec: 1,422,407 | mfu: 69.4% | epoch: 1 | remaining: 57s    
step 01774 (81.0%) | loss: 2.715077 | lrm: 0.22 | dt: 138ms | tok/sec: 1,427,250 | mfu: 69.6% | epoch: 1 | remaining: 57s    
step 01775 (81.0%) | loss: 2.713678 | lrm: 0.22 | dt: 136ms | tok/sec: 1,444,700 | mfu: 70.5% | epoch: 1 | remaining: 57s    
step 01776 (81.1%) | loss: 2.705315 | lrm: 0.22 | dt: 135ms | tok/sec: 1,457,300 | mfu: 71.1% | epoch: 1 | remaining: 57s    
step 01777 (81.1%) | loss: 2.698732 | lrm: 0.22 | dt: 138ms | tok/sec: 1,424,779 | mfu: 69.5% | epoch: 1 | remaining: 56s    
step 01778 (81.2%) | loss: 2.698250 | lrm: 0.22 | dt: 138ms | tok/sec: 1,426,127 | mfu: 69.6% | epoch: 1 | remaining: 56s    
step 01779 (81.2%) | loss: 2.703963 | lrm: 0.22 | dt: 138ms | tok/sec: 1,422,194 | mfu: 69.4% | epoch: 1 | remaining: 56s    
step 01780 (81.3%) | loss: 2.703841 | lrm: 0.22 | dt: 136ms | tok/sec: 1,444,665 | mfu: 70.5% | epoch: 1 | remaining: 56s    
step 01781 (81.3%) | loss: 2.706847 | lrm: 0.22 | dt: 136ms | tok/sec: 1,444,035 | mfu: 70.4% | epoch: 1 | remaining: 56s    
step 01782 (81.4%) | loss: 2.709603 | lrm: 0.22 | dt: 137ms | tok/sec: 1,433,893 | mfu: 69.9% | epoch: 1 | remaining: 56s    
step 01783 (81.4%) | loss: 2.708660 | lrm: 0.22 | dt: 140ms | tok/sec: 1,409,110 | mfu: 68.7% | epoch: 1 | remaining: 56s    
step 01784 (81.5%) | loss: 2.702708 | lrm: 0.22 | dt: 136ms | tok/sec: 1,441,181 | mfu: 70.3% | epoch: 1 | remaining: 55s    
step 01785 (81.5%) | loss: 2.706110 | lrm: 0.21 | dt: 135ms | tok/sec: 1,453,373 | mfu: 70.9% | epoch: 1 | remaining: 55s    
step 01786 (81.5%) | loss: 2.704567 | lrm: 0.21 | dt: 143ms | tok/sec: 1,375,051 | mfu: 67.1% | epoch: 1 | remaining: 55s    
step 01787 (81.6%) | loss: 2.701015 | lrm: 0.21 | dt: 137ms | tok/sec: 1,440,111 | mfu: 70.2% | epoch: 1 | remaining: 55s    
step 01788 (81.6%) | loss: 2.708146 | lrm: 0.21 | dt: 135ms | tok/sec: 1,453,890 | mfu: 70.9% | epoch: 1 | remaining: 55s    
step 01789 (81.7%) | loss: 2.703606 | lrm: 0.21 | dt: 137ms | tok/sec: 1,434,108 | mfu: 70.0% | epoch: 1 | remaining: 55s    
step 01790 (81.7%) | loss: 2.707036 | lrm: 0.21 | dt: 137ms | tok/sec: 1,432,406 | mfu: 69.9% | epoch: 1 | remaining: 55s    
step 01791 (81.8%) | loss: 2.713287 | lrm: 0.21 | dt: 136ms | tok/sec: 1,446,071 | mfu: 70.5% | epoch: 1 | remaining: 55s    
step 01792 (81.8%) | loss: 2.713489 | lrm: 0.21 | dt: 138ms | tok/sec: 1,423,851 | mfu: 69.5% | epoch: 1 | remaining: 54s    
step 01793 (81.9%) | loss: 2.706830 | lrm: 0.21 | dt: 140ms | tok/sec: 1,403,290 | mfu: 68.5% | epoch: 1 | remaining: 54s    
step 01794 (81.9%) | loss: 2.711242 | lrm: 0.21 | dt: 136ms | tok/sec: 1,447,253 | mfu: 70.6% | epoch: 1 | remaining: 54s    
step 01795 (82.0%) | loss: 2.713391 | lrm: 0.21 | dt: 140ms | tok/sec: 1,405,445 | mfu: 68.6% | epoch: 1 | remaining: 54s    
step 01796 (82.0%) | loss: 2.711150 | lrm: 0.21 | dt: 137ms | tok/sec: 1,430,146 | mfu: 69.8% | epoch: 1 | remaining: 54s    
step 01797 (82.1%) | loss: 2.707083 | lrm: 0.21 | dt: 138ms | tok/sec: 1,427,667 | mfu: 69.6% | epoch: 1 | remaining: 54s    
step 01798 (82.1%) | loss: 2.701040 | lrm: 0.21 | dt: 138ms | tok/sec: 1,426,235 | mfu: 69.6% | epoch: 1 | remaining: 54s    
step 01799 (82.1%) | loss: 2.702164 | lrm: 0.21 | dt: 137ms | tok/sec: 1,432,506 | mfu: 69.9% | epoch: 1 | remaining: 53s    
step 01800 (82.2%) | loss: 2.703280 | lrm: 0.21 | dt: 137ms | tok/sec: 1,437,731 | mfu: 70.1% | epoch: 1 | remaining: 53s    
step 01801 (82.2%) | loss: 2.699085 | lrm: 0.21 | dt: 136ms | tok/sec: 1,444,586 | mfu: 70.5% | epoch: 1 | remaining: 53s    
step 01802 (82.3%) | loss: 2.705661 | lrm: 0.21 | dt: 137ms | tok/sec: 1,432,115 | mfu: 69.9% | epoch: 1 | remaining: 53s    
step 01803 (82.3%) | loss: 2.709635 | lrm: 0.21 | dt: 139ms | tok/sec: 1,416,699 | mfu: 69.1% | epoch: 1 | remaining: 53s    
step 01804 (82.4%) | loss: 2.711236 | lrm: 0.21 | dt: 140ms | tok/sec: 1,408,900 | mfu: 68.7% | epoch: 1 | remaining: 53s    
step 01805 (82.4%) | loss: 2.712043 | lrm: 0.21 | dt: 137ms | tok/sec: 1,437,174 | mfu: 70.1% | epoch: 1 | remaining: 53s    
step 01806 (82.5%) | loss: 2.713979 | lrm: 0.20 | dt: 138ms | tok/sec: 1,425,296 | mfu: 69.5% | epoch: 1 | remaining: 52s    
step 01807 (82.5%) | loss: 2.712479 | lrm: 0.20 | dt: 137ms | tok/sec: 1,439,814 | mfu: 70.2% | epoch: 1 | remaining: 52s    
step 01808 (82.6%) | loss: 2.713292 | lrm: 0.20 | dt: 137ms | tok/sec: 1,430,319 | mfu: 69.8% | epoch: 1 | remaining: 52s    
step 01809 (82.6%) | loss: 2.717389 | lrm: 0.20 | dt: 135ms | tok/sec: 1,458,498 | mfu: 71.1% | epoch: 1 | remaining: 52s    
step 01810 (82.6%) | loss: 2.720546 | lrm: 0.20 | dt: 139ms | tok/sec: 1,414,432 | mfu: 69.0% | epoch: 1 | remaining: 52s    
step 01811 (82.7%) | loss: 2.721553 | lrm: 0.20 | dt: 139ms | tok/sec: 1,417,074 | mfu: 69.1% | epoch: 1 | remaining: 52s    
step 01812 (82.7%) | loss: 2.719946 | lrm: 0.20 | dt: 139ms | tok/sec: 1,416,820 | mfu: 69.1% | epoch: 1 | remaining: 52s    
step 01813 (82.8%) | loss: 2.719064 | lrm: 0.20 | dt: 139ms | tok/sec: 1,416,553 | mfu: 69.1% | epoch: 1 | remaining: 51s    
step 01814 (82.8%) | loss: 2.717094 | lrm: 0.20 | dt: 138ms | tok/sec: 1,421,662 | mfu: 69.3% | epoch: 1 | remaining: 51s    
step 01815 (82.9%) | loss: 2.712044 | lrm: 0.20 | dt: 135ms | tok/sec: 1,453,772 | mfu: 70.9% | epoch: 1 | remaining: 51s    
step 01816 (82.9%) | loss: 2.710557 | lrm: 0.20 | dt: 137ms | tok/sec: 1,435,358 | mfu: 70.0% | epoch: 1 | remaining: 51s    
step 01817 (83.0%) | loss: 2.707083 | lrm: 0.20 | dt: 136ms | tok/sec: 1,448,591 | mfu: 70.7% | epoch: 1 | remaining: 51s    
step 01818 (83.0%) | loss: 2.708254 | lrm: 0.20 | dt: 138ms | tok/sec: 1,421,052 | mfu: 69.3% | epoch: 1 | remaining: 51s    
step 01819 (83.1%) | loss: 2.708809 | lrm: 0.20 | dt: 136ms | tok/sec: 1,440,607 | mfu: 70.3% | epoch: 1 | remaining: 51s    
step 01820 (83.1%) | loss: 2.710275 | lrm: 0.20 | dt: 137ms | tok/sec: 1,437,580 | mfu: 70.1% | epoch: 1 | remaining: 51s    
step 01821 (83.2%) | loss: 2.706099 | lrm: 0.20 | dt: 138ms | tok/sec: 1,427,793 | mfu: 69.6% | epoch: 1 | remaining: 50s    
step 01822 (83.2%) | loss: 2.712735 | lrm: 0.20 | dt: 137ms | tok/sec: 1,436,238 | mfu: 70.1% | epoch: 1 | remaining: 50s    
step 01823 (83.2%) | loss: 2.716929 | lrm: 0.20 | dt: 137ms | tok/sec: 1,431,466 | mfu: 69.8% | epoch: 1 | remaining: 50s    
step 01824 (83.3%) | loss: 2.713656 | lrm: 0.20 | dt: 135ms | tok/sec: 1,454,372 | mfu: 70.9% | epoch: 1 | remaining: 50s    
step 01825 (83.3%) | loss: 2.712164 | lrm: 0.20 | dt: 137ms | tok/sec: 1,430,726 | mfu: 69.8% | epoch: 1 | remaining: 50s    
step 01826 (83.4%) | loss: 2.710247 | lrm: 0.20 | dt: 140ms | tok/sec: 1,405,337 | mfu: 68.6% | epoch: 1 | remaining: 50s    
step 01827 (83.4%) | loss: 2.712249 | lrm: 0.19 | dt: 140ms | tok/sec: 1,409,211 | mfu: 68.7% | epoch: 1 | remaining: 50s    
step 01828 (83.5%) | loss: 2.715463 | lrm: 0.19 | dt: 137ms | tok/sec: 1,434,158 | mfu: 70.0% | epoch: 1 | remaining: 49s    
step 01829 (83.5%) | loss: 2.710911 | lrm: 0.19 | dt: 140ms | tok/sec: 1,408,691 | mfu: 68.7% | epoch: 1 | remaining: 49s    
step 01830 (83.6%) | loss: 2.712702 | lrm: 0.19 | dt: 138ms | tok/sec: 1,419,845 | mfu: 69.3% | epoch: 1 | remaining: 49s    
step 01831 (83.6%) | loss: 2.715205 | lrm: 0.19 | dt: 136ms | tok/sec: 1,445,832 | mfu: 70.5% | epoch: 1 | remaining: 49s    
step 01832 (83.7%) | loss: 2.714193 | lrm: 0.19 | dt: 138ms | tok/sec: 1,424,053 | mfu: 69.5% | epoch: 1 | remaining: 49s    
step 01833 (83.7%) | loss: 2.713715 | lrm: 0.19 | dt: 137ms | tok/sec: 1,439,518 | mfu: 70.2% | epoch: 1 | remaining: 49s    
step 01834 (83.8%) | loss: 2.718062 | lrm: 0.19 | dt: 136ms | tok/sec: 1,449,879 | mfu: 70.7% | epoch: 1 | remaining: 49s    
step 01835 (83.8%) | loss: 2.719521 | lrm: 0.19 | dt: 139ms | tok/sec: 1,414,832 | mfu: 69.0% | epoch: 1 | remaining: 48s    
step 01836 (83.8%) | loss: 2.715732 | lrm: 0.19 | dt: 139ms | tok/sec: 1,410,257 | mfu: 68.8% | epoch: 1 | remaining: 48s    
step 01837 (83.9%) | loss: 2.719935 | lrm: 0.19 | dt: 142ms | tok/sec: 1,388,129 | mfu: 67.7% | epoch: 1 | remaining: 48s    
step 01838 (83.9%) | loss: 2.716380 | lrm: 0.19 | dt: 137ms | tok/sec: 1,437,189 | mfu: 70.1% | epoch: 1 | remaining: 48s    
step 01839 (84.0%) | loss: 2.719976 | lrm: 0.19 | dt: 138ms | tok/sec: 1,423,284 | mfu: 69.4% | epoch: 1 | remaining: 48s    
step 01840 (84.0%) | loss: 2.721341 | lrm: 0.19 | dt: 137ms | tok/sec: 1,431,675 | mfu: 69.8% | epoch: 1 | remaining: 48s    
step 01841 (84.1%) | loss: 2.720329 | lrm: 0.19 | dt: 138ms | tok/sec: 1,429,276 | mfu: 69.7% | epoch: 1 | remaining: 48s    
step 01842 (84.1%) | loss: 2.714078 | lrm: 0.19 | dt: 139ms | tok/sec: 1,415,446 | mfu: 69.0% | epoch: 1 | remaining: 48s    
step 01843 (84.2%) | loss: 2.709974 | lrm: 0.19 | dt: 137ms | tok/sec: 1,432,379 | mfu: 69.9% | epoch: 1 | remaining: 47s    
step 01844 (84.2%) | loss: 2.713035 | lrm: 0.19 | dt: 136ms | tok/sec: 1,447,358 | mfu: 70.6% | epoch: 1 | remaining: 47s    
step 01845 (84.3%) | loss: 2.713529 | lrm: 0.19 | dt: 141ms | tok/sec: 1,398,646 | mfu: 68.2% | epoch: 1 | remaining: 47s    
step 01846 (84.3%) | loss: 2.711780 | lrm: 0.19 | dt: 137ms | tok/sec: 1,434,125 | mfu: 70.0% | epoch: 1 | remaining: 47s    
step 01847 (84.3%) | loss: 2.711431 | lrm: 0.18 | dt: 139ms | tok/sec: 1,416,144 | mfu: 69.1% | epoch: 1 | remaining: 47s    
step 01848 (84.4%) | loss: 2.709402 | lrm: 0.18 | dt: 200ms | tok/sec: 982,903 | mfu: 47.9% | epoch: 1 | remaining: 47s    
step 01849 (84.5%) | loss: 2.707706 | lrm: 0.18 | dt: 129ms | tok/sec: 1,520,193 | mfu: 74.2% | epoch: 1 | remaining: 46s    
step 01850 (84.5%) | loss: 2.708878 | lrm: 0.18 | dt: 134ms | tok/sec: 1,467,150 | mfu: 71.6% | epoch: 1 | remaining: 46s    
step 01851 (84.5%) | loss: 2.707790 | lrm: 0.18 | dt: 135ms | tok/sec: 1,454,572 | mfu: 71.0% | epoch: 1 | remaining: 46s    
step 01852 (84.6%) | loss: 2.714395 | lrm: 0.18 | dt: 140ms | tok/sec: 1,408,510 | mfu: 68.7% | epoch: 1 | remaining: 46s    
step 01853 (84.6%) | loss: 2.711342 | lrm: 0.18 | dt: 139ms | tok/sec: 1,419,376 | mfu: 69.2% | epoch: 1 | remaining: 46s    
step 01854 (84.7%) | loss: 2.712365 | lrm: 0.18 | dt: 139ms | tok/sec: 1,416,117 | mfu: 69.1% | epoch: 1 | remaining: 46s    
step 01855 (84.7%) | loss: 2.710100 | lrm: 0.18 | dt: 138ms | tok/sec: 1,420,858 | mfu: 69.3% | epoch: 1 | remaining: 46s    
step 01856 (84.8%) | loss: 2.710859 | lrm: 0.18 | dt: 136ms | tok/sec: 1,445,810 | mfu: 70.5% | epoch: 1 | remaining: 46s    
step 01857 (84.8%) | loss: 2.711578 | lrm: 0.18 | dt: 139ms | tok/sec: 1,416,431 | mfu: 69.1% | epoch: 1 | remaining: 45s    
step 01858 (84.9%) | loss: 2.707760 | lrm: 0.18 | dt: 139ms | tok/sec: 1,416,616 | mfu: 69.1% | epoch: 1 | remaining: 45s    
step 01859 (84.9%) | loss: 2.709875 | lrm: 0.18 | dt: 137ms | tok/sec: 1,436,706 | mfu: 70.1% | epoch: 1 | remaining: 45s    
step 01860 (85.0%) | loss: 2.714515 | lrm: 0.18 | dt: 136ms | tok/sec: 1,450,514 | mfu: 70.8% | epoch: 1 | remaining: 45s    
step 01861 (85.0%) | loss: 2.706472 | lrm: 0.18 | dt: 138ms | tok/sec: 1,429,298 | mfu: 69.7% | epoch: 1 | remaining: 45s    
step 01862 (85.1%) | loss: 2.709936 | lrm: 0.18 | dt: 139ms | tok/sec: 1,417,164 | mfu: 69.1% | epoch: 1 | remaining: 45s    
step 01863 (85.1%) | loss: 2.707546 | lrm: 0.18 | dt: 139ms | tok/sec: 1,416,285 | mfu: 69.1% | epoch: 1 | remaining: 45s    
step 01864 (85.1%) | loss: 2.712419 | lrm: 0.18 | dt: 136ms | tok/sec: 1,441,128 | mfu: 70.3% | epoch: 1 | remaining: 44s    
step 01865 (85.2%) | loss: 2.716143 | lrm: 0.18 | dt: 137ms | tok/sec: 1,435,948 | mfu: 70.0% | epoch: 1 | remaining: 44s    
step 01866 (85.2%) | loss: 2.710761 | lrm: 0.18 | dt: 139ms | tok/sec: 1,418,487 | mfu: 69.2% | epoch: 1 | remaining: 44s    
step 01867 (85.3%) | loss: 2.712376 | lrm: 0.18 | dt: 136ms | tok/sec: 1,449,872 | mfu: 70.7% | epoch: 1 | remaining: 44s    
step 01868 (85.3%) | loss: 2.713502 | lrm: 0.17 | dt: 137ms | tok/sec: 1,435,901 | mfu: 70.0% | epoch: 1 | remaining: 44s    
step 01869 (85.4%) | loss: 2.712670 | lrm: 0.17 | dt: 137ms | tok/sec: 1,432,991 | mfu: 69.9% | epoch: 1 | remaining: 44s    
step 01870 (85.4%) | loss: 2.715844 | lrm: 0.17 | dt: 183ms | tok/sec: 1,075,720 | mfu: 52.5% | epoch: 1 | remaining: 44s    
step 01871 (85.5%) | loss: 2.716594 | lrm: 0.17 | dt: 136ms | tok/sec: 1,449,630 | mfu: 70.7% | epoch: 1 | remaining: 43s    
step 01872 (85.5%) | loss: 2.712420 | lrm: 0.17 | dt: 135ms | tok/sec: 1,458,024 | mfu: 71.1% | epoch: 1 | remaining: 43s    
step 01873 (85.6%) | loss: 2.713736 | lrm: 0.17 | dt: 134ms | tok/sec: 1,461,872 | mfu: 71.3% | epoch: 1 | remaining: 43s    
step 01874 (85.6%) | loss: 2.711695 | lrm: 0.17 | dt: 136ms | tok/sec: 1,450,272 | mfu: 70.7% | epoch: 1 | remaining: 43s    
step 01875 (85.7%) | loss: 2.708876 | lrm: 0.17 | dt: 139ms | tok/sec: 1,417,956 | mfu: 69.2% | epoch: 1 | remaining: 43s    
step 01876 (85.7%) | loss: 2.715499 | lrm: 0.17 | dt: 138ms | tok/sec: 1,423,569 | mfu: 69.4% | epoch: 1 | remaining: 43s    
step 01877 (85.8%) | loss: 2.712478 | lrm: 0.17 | dt: 140ms | tok/sec: 1,402,392 | mfu: 68.4% | epoch: 1 | remaining: 43s    
step 01878 (85.8%) | loss: 2.703842 | lrm: 0.17 | dt: 138ms | tok/sec: 1,424,168 | mfu: 69.5% | epoch: 1 | remaining: 42s    
step 01879 (85.8%) | loss: 2.702336 | lrm: 0.17 | dt: 138ms | tok/sec: 1,429,159 | mfu: 69.7% | epoch: 1 | remaining: 42s    
step 01880 (85.9%) | loss: 2.702632 | lrm: 0.17 | dt: 137ms | tok/sec: 1,432,648 | mfu: 69.9% | epoch: 1 | remaining: 42s    
step 01881 (85.9%) | loss: 2.700799 | lrm: 0.17 | dt: 138ms | tok/sec: 1,428,105 | mfu: 69.7% | epoch: 1 | remaining: 42s    
step 01882 (86.0%) | loss: 2.697311 | lrm: 0.17 | dt: 136ms | tok/sec: 1,448,988 | mfu: 70.7% | epoch: 1 | remaining: 42s    
step 01883 (86.0%) | loss: 2.700619 | lrm: 0.17 | dt: 136ms | tok/sec: 1,448,466 | mfu: 70.7% | epoch: 1 | remaining: 42s    
step 01884 (86.1%) | loss: 2.695590 | lrm: 0.17 | dt: 138ms | tok/sec: 1,422,353 | mfu: 69.4% | epoch: 1 | remaining: 42s    
step 01885 (86.1%) | loss: 2.699130 | lrm: 0.17 | dt: 139ms | tok/sec: 1,410,457 | mfu: 68.8% | epoch: 1 | remaining: 41s    
step 01886 (86.2%) | loss: 2.698711 | lrm: 0.17 | dt: 139ms | tok/sec: 1,411,935 | mfu: 68.9% | epoch: 1 | remaining: 41s    
step 01887 (86.2%) | loss: 2.695810 | lrm: 0.17 | dt: 139ms | tok/sec: 1,411,778 | mfu: 68.9% | epoch: 1 | remaining: 41s    
step 01888 (86.3%) | loss: 2.690997 | lrm: 0.16 | dt: 140ms | tok/sec: 1,408,693 | mfu: 68.7% | epoch: 1 | remaining: 41s    
step 01889 (86.3%) | loss: 2.689620 | lrm: 0.16 | dt: 139ms | tok/sec: 1,410,027 | mfu: 68.8% | epoch: 1 | remaining: 41s    
step 01890 (86.4%) | loss: 2.688192 | lrm: 0.16 | dt: 136ms | tok/sec: 1,441,891 | mfu: 70.3% | epoch: 1 | remaining: 41s    
step 01891 (86.4%) | loss: 2.687331 | lrm: 0.16 | dt: 136ms | tok/sec: 1,442,433 | mfu: 70.4% | epoch: 1 | remaining: 41s    
step 01892 (86.4%) | loss: 2.690463 | lrm: 0.16 | dt: 136ms | tok/sec: 1,443,893 | mfu: 70.4% | epoch: 1 | remaining: 41s    
step 01893 (86.5%) | loss: 2.687615 | lrm: 0.16 | dt: 137ms | tok/sec: 1,438,576 | mfu: 70.2% | epoch: 1 | remaining: 40s    
step 01894 (86.5%) | loss: 2.688738 | lrm: 0.16 | dt: 138ms | tok/sec: 1,424,939 | mfu: 69.5% | epoch: 1 | remaining: 40s    
step 01895 (86.6%) | loss: 2.684428 | lrm: 0.16 | dt: 137ms | tok/sec: 1,430,937 | mfu: 69.8% | epoch: 1 | remaining: 40s    
step 01896 (86.6%) | loss: 2.682486 | lrm: 0.16 | dt: 138ms | tok/sec: 1,426,805 | mfu: 69.6% | epoch: 1 | remaining: 40s    
step 01897 (86.7%) | loss: 2.683118 | lrm: 0.16 | dt: 136ms | tok/sec: 1,444,085 | mfu: 70.4% | epoch: 1 | remaining: 40s    
step 01898 (86.7%) | loss: 2.679323 | lrm: 0.16 | dt: 139ms | tok/sec: 1,413,750 | mfu: 69.0% | epoch: 1 | remaining: 40s    
step 01899 (86.8%) | loss: 2.682258 | lrm: 0.16 | dt: 136ms | tok/sec: 1,442,264 | mfu: 70.4% | epoch: 1 | remaining: 40s    
step 01900 (86.8%) | loss: 2.689037 | lrm: 0.16 | dt: 135ms | tok/sec: 1,454,639 | mfu: 71.0% | epoch: 1 | remaining: 39s    
step 01901 (86.9%) | loss: 2.687879 | lrm: 0.16 | dt: 138ms | tok/sec: 1,421,064 | mfu: 69.3% | epoch: 1 | remaining: 39s    
step 01902 (86.9%) | loss: 2.690142 | lrm: 0.16 | dt: 137ms | tok/sec: 1,435,373 | mfu: 70.0% | epoch: 1 | remaining: 39s    
step 01903 (86.9%) | loss: 2.687997 | lrm: 0.16 | dt: 138ms | tok/sec: 1,425,564 | mfu: 69.5% | epoch: 1 | remaining: 39s    
step 01904 (87.0%) | loss: 2.691575 | lrm: 0.16 | dt: 138ms | tok/sec: 1,424,784 | mfu: 69.5% | epoch: 1 | remaining: 39s    
step 01905 (87.0%) | loss: 2.694382 | lrm: 0.16 | dt: 138ms | tok/sec: 1,427,306 | mfu: 69.6% | epoch: 1 | remaining: 39s    
step 01906 (87.1%) | loss: 2.691273 | lrm: 0.16 | dt: 138ms | tok/sec: 1,422,402 | mfu: 69.4% | epoch: 1 | remaining: 39s    
step 01907 (87.1%) | loss: 2.688104 | lrm: 0.16 | dt: 138ms | tok/sec: 1,429,117 | mfu: 69.7% | epoch: 1 | remaining: 38s    
step 01908 (87.2%) | loss: 2.684053 | lrm: 0.16 | dt: 136ms | tok/sec: 1,448,950 | mfu: 70.7% | epoch: 1 | remaining: 38s    
step 01909 (87.2%) | loss: 2.689120 | lrm: 0.15 | dt: 139ms | tok/sec: 1,412,075 | mfu: 68.9% | epoch: 1 | remaining: 38s    
step 01910 (87.3%) | loss: 2.682611 | lrm: 0.15 | dt: 137ms | tok/sec: 1,440,350 | mfu: 70.3% | epoch: 1 | remaining: 38s    
step 01911 (87.3%) | loss: 2.681606 | lrm: 0.15 | dt: 139ms | tok/sec: 1,418,566 | mfu: 69.2% | epoch: 1 | remaining: 38s    
step 01912 (87.4%) | loss: 2.678810 | lrm: 0.15 | dt: 138ms | tok/sec: 1,427,242 | mfu: 69.6% | epoch: 1 | remaining: 38s    
step 01913 (87.4%) | loss: 2.677202 | lrm: 0.15 | dt: 138ms | tok/sec: 1,428,399 | mfu: 69.7% | epoch: 1 | remaining: 38s    
step 01914 (87.5%) | loss: 2.680311 | lrm: 0.15 | dt: 138ms | tok/sec: 1,423,846 | mfu: 69.5% | epoch: 1 | remaining: 38s    
step 01915 (87.5%) | loss: 2.684883 | lrm: 0.15 | dt: 136ms | tok/sec: 1,441,427 | mfu: 70.3% | epoch: 1 | remaining: 37s    
step 01916 (87.5%) | loss: 2.681919 | lrm: 0.15 | dt: 135ms | tok/sec: 1,458,960 | mfu: 71.2% | epoch: 1 | remaining: 37s    
step 01917 (87.6%) | loss: 2.673221 | lrm: 0.15 | dt: 138ms | tok/sec: 1,425,170 | mfu: 69.5% | epoch: 1 | remaining: 37s    
step 01918 (87.6%) | loss: 2.676397 | lrm: 0.15 | dt: 139ms | tok/sec: 1,414,378 | mfu: 69.0% | epoch: 1 | remaining: 37s    
step 01919 (87.7%) | loss: 2.679057 | lrm: 0.15 | dt: 139ms | tok/sec: 1,412,614 | mfu: 68.9% | epoch: 1 | remaining: 37s    
step 01920 (87.7%) | loss: 2.676012 | lrm: 0.15 | dt: 137ms | tok/sec: 1,432,583 | mfu: 69.9% | epoch: 1 | remaining: 37s    
step 01921 (87.8%) | loss: 2.675373 | lrm: 0.15 | dt: 137ms | tok/sec: 1,436,829 | mfu: 70.1% | epoch: 1 | remaining: 37s    
step 01922 (87.8%) | loss: 2.674867 | lrm: 0.15 | dt: 138ms | tok/sec: 1,429,360 | mfu: 69.7% | epoch: 1 | remaining: 36s    
step 01923 (87.9%) | loss: 2.675518 | lrm: 0.15 | dt: 138ms | tok/sec: 1,427,756 | mfu: 69.6% | epoch: 1 | remaining: 36s    
step 01924 (87.9%) | loss: 2.676706 | lrm: 0.15 | dt: 137ms | tok/sec: 1,438,001 | mfu: 70.1% | epoch: 1 | remaining: 36s    
step 01925 (88.0%) | loss: 2.678807 | lrm: 0.15 | dt: 136ms | tok/sec: 1,447,157 | mfu: 70.6% | epoch: 1 | remaining: 36s    
step 01926 (88.0%) | loss: 2.679520 | lrm: 0.15 | dt: 139ms | tok/sec: 1,417,351 | mfu: 69.1% | epoch: 1 | remaining: 36s    
step 01927 (88.0%) | loss: 2.678053 | lrm: 0.15 | dt: 138ms | tok/sec: 1,429,459 | mfu: 69.7% | epoch: 1 | remaining: 36s    
step 01928 (88.1%) | loss: 2.677533 | lrm: 0.15 | dt: 139ms | tok/sec: 1,411,473 | mfu: 68.9% | epoch: 1 | remaining: 36s    
step 01929 (88.1%) | loss: 2.678362 | lrm: 0.14 | dt: 137ms | tok/sec: 1,430,828 | mfu: 69.8% | epoch: 1 | remaining: 35s    
step 01930 (88.2%) | loss: 2.675977 | lrm: 0.14 | dt: 137ms | tok/sec: 1,433,841 | mfu: 69.9% | epoch: 1 | remaining: 35s    
step 01931 (88.2%) | loss: 2.675201 | lrm: 0.14 | dt: 136ms | tok/sec: 1,443,400 | mfu: 70.4% | epoch: 1 | remaining: 35s    
step 01932 (88.3%) | loss: 2.668731 | lrm: 0.14 | dt: 135ms | tok/sec: 1,459,564 | mfu: 71.2% | epoch: 1 | remaining: 35s    
step 01933 (88.3%) | loss: 2.676133 | lrm: 0.14 | dt: 139ms | tok/sec: 1,417,212 | mfu: 69.1% | epoch: 1 | remaining: 35s    
step 01934 (88.4%) | loss: 2.675776 | lrm: 0.14 | dt: 139ms | tok/sec: 1,415,119 | mfu: 69.0% | epoch: 1 | remaining: 35s    
